Date,CoreTopic,CoreFlashcards(3 titles),DSA(Count),DSAPattern,DSAKeyInsight,Project(Task/PRLink),TestAdded(Yes/No),DeepWorkAM(mins),DeepWorkPM(mins),FlashcardsReviewed(Yes/No),Mock(Yes/No),DesignNote(Title/Link),Blocker,TomorrowTop3
2025-10-29,Phase 0 Setup,"Setup done; Week 1 plan",0,NA,NA,Setup plan created,N,120,0,N,N,NA,None,"Collections deep dive; 3 DSA problems"

